ID,RECARGA
67292,0.47
144727,0.98
49469,0.86
199817,0.93
154016,0.94
19138,0.74
149846,0.97
145789,0.9
23113,0.6
170140,0.97
70439,0.84
188451,0.9
9466,0.29
193456,0.97
142842,0.9
83077,0.75
170835,0.97
45584,0.53
69436,0.58
68886,0.31
139786,0.97
31674,0.83
164518,0.92
206215,0.96
105554,0.01
94986,0.02
172926,0.97
167859,0.96
179665,0.96
20166,0.77
124258,0.96
4563,0.56
100569,0.01
87410,0.01
94855,0.41
90762,0.54
105168,0.16
21565,0.87
177003,0.92
111627,0.44
109661,0.33
185686,0.97
88513,0.72
185593,0.93
34596,0.79
187283,0.96
552,0.77
45765,0.77
77960,0.9
163454,0.91
57693,0.9
54766,0.63
107061,0.15
130178,0.96
165082,0.97
165472,0.96
192096,0.91
33585,0.86
44445,0.83
51419,0.87
28338,0.82
144133,0.92
94934,0.54
91756,0.32
131208,0.96
189024,0.89
146974,0.96
52775,0.78
42576,0.82
179479,0.9
111083,0.71
20905,0.88
33546,0.83
97598,0.31
89452,0.03
16452,0.84
69227,0.83
30415,0.68
52894,0.75
128484,0.91
11148,0.56
61282,0.77
5473,0.66
122121,0.96
176000,0.96
113922,0.47
104096,0.73
195112,0.95
131101,0.95
78434,0.01
89398,0.23
164506,0.92
105961,0.01
164955,0.94
175875,0.92
41211,0.8
99103,0.62
112087,0.68
120575,0.57
99349,0.51
184024,0.92
58567,0.77
136179,0.95
174835,0.91
205202,0.97
75903,0.82
90790,0.07
122311,0.95
184589,0.91
170205,0.95
99254,0.01
4976,0.87
144420,0.9
13835,0.56
133523,0.95
174335,0.88
10831,0.63
169401,0.93
76472,0.78
97251,0.02
89427,0.32
75930,0.79
16508,0.82
118642,0.24
30926,0.81
105425,0.68
59302,0.89
30078,0.67
111026,0.53
181360,0.95
208329,0.93
198082,0.97
6730,0.79
122570,0.97
132958,0.97
136736,0.95
8121,0.74
158913,0.96
128634,0.94
116018,0.23
171779,0.95
176572,0.91
136558,0.97
121284,0.15
193895,0.9
72311,0.55
97051,0.08
67391,0.78
43557,0.66
204783,0.96
91036,0.5
94792,0.02
23889,0.01
133735,0.91
156370,0.93
174253,0.94
11578,0.72
103034,0.01
169408,0.96
164016,0.96
63135,0.62
35617,0.49
111853,0.49
127778,0.96
10120,0.77
116039,0.01
17721,0.62
61865,0.83
56566,0.78
205796,0.86
188917,0.91
29244,0.85
19596,0.83
197883,0.96
166785,0.96
87049,0.45
1955,0.83
169809,0.97
83753,0.3
907,0.69
70246,0.8
37265,0.65
131795,0.93
92950,0.01
88438,0.1
95851,0.58
155461,0.9
44957,0.67
3987,0.88
159603,0.97
112423,0.01
190429,0.9
153033,0.95
200929,0.96
165339,0.97
206748,0.96
3937,0.83
104492,0.02
141719,0.96
66027,0.52
172292,0.96
162129,0.96
32144,0.75
104490,0.61
122770,0.96
130759,0.96
205562,0.94
131120,0.89
27083,0.75
169615,0.96
164430,0.95
132780,0.95
95104,0.02
157078,0.96
106602,0.63
178269,0.95
37190,0.59
48109,0.77
120527,0.02
160314,0.98
122316,0.96
66930,0.78
35153,0.3
119019,0.97
26056,0.84
43324,0.82
23343,0.82
4916,0.89
128418,0.97
35967,0.75
36583,0.34
1116,0.82
98980,0.54
72148,0.89
128348,0.96
88499,0.01
109889,0.2
82321,0.18
207555,0.96
206738,0.95
142115,0.93
51632,0.58
86450,0.07
142707,0.95
145669,0.95
5882,0.73
88727,0.64
12170,0.6
53686,0.63
186711,0.94
141397,0.93
159050,0.95
66615,0.75
88461,0.68
76428,0.5
177555,0.9
37167,0.82
176493,0.94
161315,0.97
50128,0.47
42633,0.32
147019,0.89
80116,0.09
28820,0.71
124356,0.95
18652,0.89
92269,0.59
158655,0.95
174473,0.87
202836,0.89
10593,0.67
52122,0.54
42372,0.82
133371,0.96
40332,0.81
97513,0.75
98422,0.11
5111,0.79
130701,0.95
58568,0.68
177999,0.97
148819,0.97
129618,0.94
85835,0.58
204418,0.96
23620,0.75
27159,0.68
124136,0.92
33815,0.9
32860,0.72
153430,0.96
91105,0.09
48762,0.72
170433,0.96
186177,0.97
186791,0.94
199507,0.94
40320,0.72
126588,0.94
179628,0.93
40225,0.79
149435,0.87
114485,0.03
80541,0.03
105534,0.45
27890,0.73
103635,0.06
99744,0.77
38960,0.82
188976,0.94
100206,0.02
24335,0.5
51430,0.84
46517,0.88
45440,0.7
40920,0.82
182955,0.92
70892,0.66
62629,0.87
202845,0.94
766,0.67
71299,0.86
17532,0.67
116502,0.34
157777,0.97
155700,0.97
202531,0.95
48723,0.63
155882,0.97
153474,0.96
73204,0.73
137860,0.93
36648,0.77
196514,0.95
158345,0.97
14009,0.75
59007,0.48
6100,0.61
203614,0.95
36579,0.73
60253,0.82
165645,0.95
133068,0.95
96313,0.19
180832,0.93
186911,0.96
23410,0.78
125936,0.96
41447,0.73
12586,0.73
7457,0.74
139665,0.94
203113,0.89
171273,0.96
176696,0.96
191743,0.96
14695,0.54
51358,0.83
9003,0.64
88809,0.01
150674,0.97
174685,0.97
177199,0.95
159757,0.97
175072,0.94
113731,0.23
116123,0.06
167226,0.88
173591,0.95
103405,0.66
153442,0.92
176908,0.95
109289,0.63
85222,0.02
131769,0.94
55059,0.7
73305,0.71
194678,0.97
35186,0.25
112240,0.51
64723,0.54
64276,0.85
180228,0.95
25506,0.3
142245,0.97
176406,0.97
202909,0.96
56456,0.73
138623,0.87
3106,0.58
150973,0.97
153199,0.96
158588,0.92
82284,0.26
23351,0.61
190116,0.95
18932,0.76
112790,0.55
157766,0.95
67554,0.89
187212,0.89
8352,0.67
3902,0.86
66152,0.78
203024,0.9
33893,0.79
109970,0.09
3731,0.73
132740,0.96
23935,0.75
53495,0.83
5245,0.89
185649,0.93
31455,0.82
152872,0.94
139509,0.97
118879,0.47
73189,0.82
179110,0.97
173476,0.96
127442,0.97
15693,0.91
55463,0.87
65488,0.59
38470,0.62
36619,0.14
36503,0.72
202335,0.94
143815,0.97
187092,0.9
207498,0.93
59253,0.69
160335,0.96
49715,0.77
62677,0.81
162806,0.9
85977,0.09
33869,0.78
105295,0.6
114229,0.6
135781,0.97
136687,0.97
8571,0.67
153684,0.96
87991,0.22
185723,0.95
105337,0.62
73577,0.64
39061,0.78
75509,0.67
29085,0.77
46561,0.77
40893,0.84
68205,0.74
24787,0.66
136009,0.92
14139,0.74
108578,0.03
146648,0.98
169593,0.93
15694,0.11
62694,0.64
111950,0.87
171572,0.95
73504,0.75
121491,0.02
91076,0.54
152547,0.96
184886,0.92
3951,0.35
89285,0.02
166444,0.91
79428,0.08
315,0.67
6215,0.65
143959,0.91
131206,0.97
195981,0.98
105368,0.02
25714,0.7
155621,0.94
155353,0.91
183414,0.91
178667,0.92
72805,0.28
111182,0.53
57707,0.74
170325,0.96
120146,0.34
38749,0.88
54214,0.9
123757,0.92
149244,0.97
143149,0.96
185273,0.95
179556,0.96
25931,0.8
197007,0.95
67806,0.81
162111,0.97
197628,0.95
136643,0.92
77143,0.66
180057,0.97
14973,0.84
62326,0.75
146552,0.94
49515,0.76
1692,0.85
25608,0.69
34984,0.76
8912,0.57
138669,0.92
144979,0.97
169762,0.96
171202,0.96
128607,0.96
180749,0.92
69214,0.57
156481,0.96
34923,0.58
85670,0.07
36130,0.76
190441,0.97
44790,0.84
101087,0.67
203175,0.98
29785,0.44
153581,0.96
200239,0.95
122212,0.98
202786,0.97
178776,0.95
103497,0.02
93194,0.01
172055,0.95
197728,0.94
60606,0.79
99596,0.81
112710,0.02
11402,0.8
199298,0.95
94912,0.69
150297,0.96
140754,0.96
136762,0.96
43899,0.67
181787,0.94
53204,0.61
93866,0.34
171188,0.98
31416,0.55
202760,0.91
205140,0.97
135355,0.97
147777,0.97
82274,0.67
173962,0.95
96580,0.32
71954,0.64
149464,0.97
68686,0.73
25343,0.82
29764,0.67
97688,0.23
44461,0.68
13253,0.77
158163,0.97
205466,0.9
117428,0.47
128791,0.96
182126,0.96
202286,0.95
172578,0.91
155342,0.97
44810,0.73
167701,0.94
53079,0.84
173907,0.96
18339,0.54
34758,0.79
170114,0.96
44019,0.75
78808,0.03
64045,0.7
65205,0.83
145307,0.97
116932,0.1
53348,0.8
14474,0.82
100971,0.07
133026,0.96
83652,0.73
113977,0.01
129191,0.96
11840,0.79
103530,0.1
8746,0.83
147734,0.93
23354,0.66
169677,0.97
118109,0.05
174666,0.97
142079,0.93
100181,0.75
53594,0.69
72429,0.75
165621,0.96
80191,0.17
12451,0.75
158258,0.92
31488,0.65
146181,0.95
103407,0.53
188046,0.87
144999,0.91
145732,0.97
196895,0.96
50108,0.69
17165,0.69
100306,0.88
178040,0.96
71912,0.7
101391,0.19
44898,0.73
153909,0.94
69039,0.67
205717,0.93
124999,0.91
18283,0.77
99052,0.77
195610,0.97
29854,0.68
82854,0.18
2540,0.81
194388,0.92
188776,0.91
5161,0.69
12485,0.8
163796,0.97
95162,0.29
144538,0.96
143837,0.93
59926,0.89
98832,0.12
207719,0.97
65491,0.76
35002,0.7
185429,0.97
17696,0.6
126183,0.96
166138,0.97
16633,0.8
173704,0.9
205439,0.96
80073,0.01
98385,0.01
202974,0.96
28751,0.77
51797,0.79
69100,0.81
42612,0.84
176722,0.96
35743,0.12
36138,0.8
83997,0.02
208966,0.9
154818,0.96
130738,0.94
159171,0.97
57729,0.73
199954,0.92
31285,0.66
48291,0.68
104747,0.12
59601,0.6
153574,0.93
144203,0.94
193463,0.91
116207,0.24
36897,0.8
136097,0.96
165801,0.96
194835,0.96
58121,0.65
83027,0.28
55875,0.87
37141,0.78
3359,0.7
193955,0.97
39934,0.01
97831,0.29
108065,0.02
43360,0.86
138571,0.94
29758,0.54
152404,0.88
81974,0.78
62972,0.9
21066,0.9
170806,0.93
95233,0.04
49368,0.54
39656,0.78
137660,0.95
37511,0.69
196112,0.87
1685,0.5
129595,0.95
15228,0.49
37555,0.8
81778,0.11
60296,0.7
35455,0.86
38487,0.79
88519,0.02
74381,0.86
8209,0.57
199415,0.94
16560,0.86
29738,0.78
194377,0.96
52469,0.82
123497,0.9
119909,0.08
183059,0.96
66346,0.67
141835,0.96
13963,0.83
108654,0.01
47403,0.83
119292,0.94
38590,0.88
129108,0.94
32644,0.54
135632,0.97
44040,0.85
73291,0.66
57894,0.64
70140,0.77
70767,0.62
165839,0.97
195009,0.92
51160,0.64
19877,0.7
154672,0.91
169474,0.95
153095,0.97
152326,0.91
3336,0.71
30629,0.65
70360,0.2
53547,0.84
125371,0.95
105457,0.71
155931,0.95
135655,0.95
115218,0.01
35749,0.76
178903,0.96
57677,0.69
191753,0.92
73131,0.82
80063,0.12
173855,0.91
150180,0.97
156968,0.97
134117,0.95
40790,0.91
71742,0.77
79807,0.1
124386,0.93
123495,0.96
208837,0.95
96749,0.01
207722,0.96
144484,0.96
179739,0.88
96526,0.38
39422,0.8
61279,0.61
28381,0.69
67000,0.56
172632,0.95
130350,0.96
4972,0.82
198182,0.88
179724,0.96
31474,0.12
192715,0.96
68986,0.87
56925,0.73
37900,0.76
203799,0.96
44068,0.78
15630,0.56
21480,0.7
165310,0.96
5899,0.67
130637,0.96
201012,0.93
126035,0.96
56277,0.57
82986,0.7
145929,0.95
96776,0.06
9392,0.7
167484,0.96
41511,0.17
46408,0.87
91223,0.57
8222,0.84
93474,0.02
116680,0.02
100326,0.15
81033,0.69
115674,0.23
97587,0.68
143727,0.96
124341,0.95
120495,0.78
60190,0.58
103986,0.58
100381,0.01
82991,0.02
181132,0.96
35256,0.59
141579,0.95
101289,0.04
25099,0.63
201390,0.95
119951,0.53
35156,0.81
30060,0.79
112936,0.76
32419,0.83
30231,0.82
100160,0.02
154242,0.95
66913,0.83
13745,0.66
134996,0.96
100435,0.23
24026,0.73
179877,0.96
38795,0.85
195067,0.96
122310,0.93
158423,0.91
176995,0.91
131714,0.95
160904,0.89
87934,0.01
105659,0.01
24415,0.28
152276,0.95
109734,0.18
69208,0.68
55488,0.66
39631,0.59
74895,0.77
133918,0.95
206299,0.96
160394,0.97
181257,0.87
159434,0.92
186238,0.96
169436,0.89
107131,0.02
168617,0.94
10111,0.83
103131,0.29
207659,0.95
132802,0.96
123073,0.95
117174,0.17
34746,0.53
166742,0.96
107891,0.36
77703,0.7
166401,0.97
135462,0.97
168854,0.95
126647,0.97
179384,0.97
102520,0.03
10407,0.78
46946,0.78
100047,0.48
17638,0.67
152986,0.94
129441,0.96
60033,0.83
117401,0.02
127238,0.96
150677,0.96
88588,0.28
94211,0.63
97215,0.29
63898,0.74
122027,0.02
66466,0.78
142043,0.96
195492,0.95
52251,0.85
196935,0.97
155372,0.97
65698,0.76
101920,0.55
68353,0.6
202027,0.96
55983,0.76
90331,0.36
145263,0.95
29137,0.77
112887,0.01
150634,0.9
966,0.82
208804,0.97
183865,0.96
191345,0.95
34196,0.84
158449,0.94
93624,0.48
4894,0.81
41468,0.73
30914,0.79
119309,0.95
204627,0.91
15707,0.87
92222,0.19
89166,0.61
168908,0.9
121832,0.38
199626,0.95
68441,0.71
124392,0.97
200614,0.93
226,0.81
7184,0.79
108356,0.12
139810,0.97
136305,0.96
43691,0.86
76626,0.73
44566,0.76
108173,0.27
173680,0.93
99575,0.81
75585,0.56
103008,0.57
98878,0.14
138050,0.94
4392,0.9
14122,0.78
85458,0.01
123028,0.95
11828,0.75
1886,0.7
170125,0.97
162650,0.86
97347,0.53
87503,0.01
195194,0.9
45480,0.72
132436,0.95
144610,0.96
198178,0.97
182263,0.91
145306,0.9
16167,0.78
25516,0.75
159226,0.93
102455,0.02
44187,0.89
37679,0.49
1619,0.6
3579,0.82
92296,0.3
7306,0.89
143760,0.95
123568,0.92
71014,0.47
33329,0.5
30641,0.71
147106,0.95
144761,0.96
147743,0.94
63260,0.82
10428,0.79
116070,0.78
77244,0.67
204594,0.88
143733,0.93
10097,0.59
150138,0.9
82160,0.16
160117,0.97
201859,0.92
124133,0.95
102452,0.66
52111,0.83
137641,0.96
174420,0.7
129148,0.88
20838,0.67
29013,0.81
55965,0.52
9473,0.55
110045,0.29
153765,0.95
194107,0.97
25215,0.82
68692,0.63
26595,0.74
49179,0.44
93311,0.57
36873,0.78
86368,0.5
190594,0.93
76136,0.71
35286,0.81
97627,0.68
178981,0.97
42356,0.85
19957,0.54
162320,0.97
118959,0.02
187250,0.97
35229,0.84
75998,0.4
11702,0.57
73807,0.9
139689,0.94
11296,0.85
151583,0.93
194092,0.96
35041,0.78
104705,0.01
10503,0.72
135731,0.96
171546,0.96
49082,0.82
192483,0.92
158260,0.97
188883,0.91
202442,0.96
135894,0.87
135884,0.96
128629,0.92
68333,0.84
2542,0.76
147702,0.89
172500,0.95
57117,0.63
102682,0.84
150578,0.93
103832,0.02
109785,0.5
153448,0.96
149550,0.96
195757,0.94
168956,0.92
140720,0.92
166832,0.96
29906,0.83
138267,0.97
164658,0.96
68617,0.73
174513,0.96
85361,0.75
100724,0.14
67795,0.66
203739,0.96
202670,0.98
204318,0.95
171844,0.95
48171,0.86
59086,0.69
33410,0.74
98990,0.25
29877,0.61
38233,0.74
159123,0.96
68580,0.64
161419,0.94
7670,0.82
80619,0.05
165205,0.93
168060,0.96
63835,0.7
39162,0.48
70597,0.63
127814,0.92
104180,0.59
178911,0.96
183546,0.97
181965,0.97
75969,0.75
162825,0.97
21450,0.78
112124,0.74
83750,0.44
203734,0.96
91563,0.37
50365,0.78
23599,0.76
207162,0.93
169859,0.97
69233,0.82
96037,0.52
91912,0.04
118500,0.97
207882,0.97
74688,0.85
64538,0.56
118685,0.17
6601,0.79
35308,0.86
136885,0.96
180635,0.96
47048,0.65
204864,0.95
204689,0.94
47221,0.73
178059,0.96
147666,0.96
190272,0.94
155761,0.91
58439,0.67
74330,0.65
129448,0.95
162263,0.94
191590,0.97
8000,0.48
81285,0.01
146837,0.96
7325,0.66
49125,0.84
196456,0.95
10261,0.86
67257,0.84
139473,0.96
182640,0.92
74451,0.71
46086,0.75
175035,0.83
23470,0.79
85223,0.44
139642,0.93
13261,0.64
125066,0.97
7636,0.57
6182,0.87
159011,0.95
64109,0.72
74200,0.86
203823,0.88
17720,0.54
172918,0.91
10562,0.41
169534,0.93
189001,0.97
139767,0.95
65077,0.89
170802,0.94
113262,0.01
59098,0.63
111706,0.57
77818,0.78
166622,0.9
99278,0.02
72063,0.52
85225,0.1
2826,0.79
8821,0.73
184337,0.98
16533,0.81
73797,0.52
184265,0.93
152060,0.97
53786,0.47
129318,0.96
9201,0.83
88611,0.17
198092,0.9
180157,0.98
106903,0.12
125409,0.9
9448,0.76
13554,0.7
90880,0.25
136356,0.97
97447,0.64
88834,0.71
91107,0.07
28064,0.85
13588,0.66
178706,0.94
2268,0.61
83459,0.01
80937,0.75
196226,0.94
57327,0.71
28561,0.75
124119,0.95
114877,0.04
77733,0.74
207457,0.97
14463,0.86
190948,0.9
163020,0.92
31604,0.55
79085,0.02
193390,0.91
143418,0.94
147542,0.94
134594,0.91
174795,0.95
53404,0.82
17123,0.75
153210,0.95
46462,0.59
184986,0.96
46294,0.85
149981,0.96
120125,0.3
1070,0.7
93715,0.43
114441,0.74
136775,0.94
12915,0.79
182630,0.94
199604,0.87
146296,0.97
15891,0.52
163897,0.96
130504,0.88
162394,0.94
197572,0.96
5110,0.59
163526,0.97
11163,0.82
120201,0.53
70381,0.69
62621,0.69
182084,0.97
95621,0.48
77321,0.69
185434,0.96
167988,0.95
75226,0.79
185248,0.9
46332,0.81
86904,0.77
6474,0.42
166419,0.96
122651,0.9
7146,0.85
39363,0.36
18493,0.81
130647,0.86
138481,0.95
103053,0.02
96538,0.08
142153,0.95
18935,0.72
109747,0.34
208119,0.96
50676,0.84
144768,0.97
203711,0.94
73395,0.83
18543,0.86
144430,0.97
36321,0.52
101942,0.05
15776,0.81
205563,0.94
173932,0.9
152831,0.95
144942,0.95
158039,0.95
203861,0.97
41306,0.75
6039,0.81
134673,0.96
121825,0.24
17025,0.78
82082,0.66
184641,0.96
22537,0.79
194924,0.96
183505,0.98
10757,0.72
3370,0.82
144659,0.91
135732,0.94
3277,0.78
56521,0.71
41929,0.79
49326,0.88
108584,0.77
23723,0.76
150132,0.9
109445,0.73
27703,0.68
196341,0.96
155567,0.97
49302,0.8
42697,0.84
5861,0.71
144720,0.96
22802,0.74
90442,0.01
65458,0.66
13136,0.76
204582,0.92
92333,0.03
174059,0.91
195031,0.97
138510,0.93
126090,0.92
17441,0.82
189099,0.89
46356,0.71
172860,0.96
39886,0.57
152922,0.94
136013,0.96
175301,0.92
175369,0.89
150487,0.88
3903,0.81
44563,0.83
143926,0.94
56608,0.63
140887,0.97
174297,0.96
41703,0.79
31942,0.65
149146,0.92
134769,0.97
64044,0.71
175639,0.96
135615,0.9
32484,0.77
184231,0.95
184443,0.94
145278,0.97
51427,0.84
46283,0.71
111752,0.26
190549,0.92
9514,0.69
122169,0.9
199414,0.96
5459,0.82
111008,0.03
31091,0.71
153502,0.95
21430,0.85
47932,0.78
195910,0.96
157809,0.92
113277,0.02
179658,0.89
50069,0.64
100909,0.01
39286,0.85
89266,0.02
64916,0.79
129776,0.87
25766,0.55
179380,0.91
16440,0.63
18028,0.59
43501,0.65
80423,0.1
48651,0.67
115044,0.02
3369,0.59
37182,0.76
51289,0.72
83981,0.03
91749,0.01
205805,0.97
94114,0.77
65976,0.59
73262,0.8
72675,0.75
93051,0.62
18397,0.74
33691,0.61
181776,0.96
4955,0.82
152083,0.96
70966,0.73
1902,0.64
52844,0.73
94810,0.48
95786,0.52
122335,0.95
47873,0.77
6447,0.8
116990,0.11
75689,0.56
202851,0.94
174009,0.97
199934,0.96
194551,0.91
137448,0.88
93573,0.85
188368,0.96
4876,0.8
13829,0.78
159326,0.95
73225,0.64
129731,0.96
103524,0.15
97671,0.57
85126,0.58
91250,0.02
46511,0.85
108511,0.67
126960,0.95
185470,0.9
22725,0.85
51243,0.65
125072,0.96
36376,0.56
101617,0.01
49750,0.48
119509,0.52
84488,0.17
25254,0.71
162597,0.97
200319,0.93
195711,0.96
144026,0.93
201979,0.97
20693,0.73
200854,0.97
180412,0.97
79928,0.01
183984,0.96
59515,0.7
137199,0.94
678,0.8
102955,0.59
168154,0.95
13097,0.55
117709,0.21
33210,0.68
197323,0.96
174741,0.95
13471,0.29
146474,0.95
100487,0.52
135869,0.97
20041,0.88
971,0.76
114934,0.02
179312,0.92
30613,0.74
51501,0.31
139774,0.89
194953,0.96
26983,0.83
175770,0.93
86199,0.52
117868,0.01
154681,0.94
54391,0.69
158232,0.94
162139,0.95
14774,0.82
188409,0.97
6308,0.78
184134,0.95
7205,0.76
183863,0.91
27189,0.79
13206,0.45
195425,0.79
1821,0.84
117517,0.09
169579,0.94
110890,0.76
85423,0.34
82044,0.66
25569,0.75
90797,0.66
130643,0.96
80262,0.07
168690,0.95
80027,0.13
208762,0.93
199129,0.97
17994,0.82
5877,0.8
9542,0.8
30700,0.74
100189,0.41
201091,0.97
20274,0.51
50332,0.79
173117,0.94
62898,0.66
67878,0.51
129896,0.91
203464,0.97
102319,0.62
42937,0.72
161309,0.95
59711,0.64
69396,0.6
1941,0.71
38173,0.69
170861,0.97
26884,0.53
163311,0.95
144955,0.95
200297,0.96
154319,0.98
21286,0.82
18681,0.82
164363,0.96
106019,0.22
13045,0.35
154654,0.9
30125,0.6
189880,0.95
94001,0.32
146537,0.93
188996,0.96
2491,0.72
171832,0.86
93898,0.38
40630,0.79
91027,0.53
113250,0.17
17645,0.71
165037,0.97
91362,0.71
114326,0.08
189375,0.95
5560,0.64
12507,0.82
108392,0.62
22353,0.52
137773,0.92
208898,0.97
92495,0.72
147657,0.95
154031,0.96
127923,0.95
185761,0.88
85082,0.43
68663,0.78
49773,0.71
94458,0.15
15911,0.81
188728,0.92
93824,0.02
10729,0.69
111087,0.64
85333,0.34
60301,0.83
11212,0.82
12224,0.85
194574,0.97
77829,0.71
43524,0.8
200383,0.93
48575,0.8
85622,0.01
86125,0.76
56402,0.74
147883,0.94
146242,0.96
76454,0.91
7318,0.81
113063,0.4
134748,0.97
180134,0.96
114745,0.51
171474,0.96
200999,0.97
23646,0.89
84439,0.04
26707,0.88
69115,0.7
178225,0.96
140567,0.93
175814,0.96
183921,0.9
143836,0.95
148364,0.96
74651,0.83
130118,0.93
49601,0.91
41636,0.59
152766,0.9
144371,0.94
155550,0.94
115439,0.19
133380,0.96
153606,0.91
89960,0.24
171161,0.96
178809,0.97
21045,0.78
132860,0.94
163479,0.97
118923,0.02
45410,0.62
87602,0.02
162868,0.95
66332,0.89
3941,0.84
158414,0.96
158143,0.92
192744,0.96
104622,0.72
177061,0.93
45648,0.21
21259,0.79
80588,0.04
26531,0.64
127002,0.97
1870,0.9
150743,0.94
31893,0.63
181172,0.95
58153,0.81
21024,0.8
139312,0.95
143616,0.89
104759,0.04
87170,0.03
33678,0.85
182766,0.97
8509,0.7
2549,0.81
74425,0.83
34646,0.84
72259,0.74
130645,0.96
175028,0.97
208902,0.96
150033,0.96
17282,0.58
114160,0.02
74081,0.82
4425,0.68
33718,0.82
188400,0.96
104277,0.45
88326,0.39
47935,0.39
157222,0.94
184998,0.95
199618,0.94
33090,0.86
96144,0.16
151321,0.92
147629,0.94
62663,0.76
160507,0.95
99337,0.02
194606,0.96
58908,0.58
40236,0.86
197540,0.95
100983,0.01
132551,0.91
135602,0.95
208002,0.92
139673,0.95
4514,0.83
67169,0.8
171922,0.89
155468,0.98
80532,0.74
52826,0.83
197824,0.96
99869,0.03
169816,0.96
58914,0.84
139445,0.96
25114,0.81
33873,0.79
126490,0.91
199204,0.97
185217,0.94
118952,0.77
186073,0.97
153026,0.95
10769,0.9
79318,0.11
100560,0.55
147733,0.98
89835,0.02
34992,0.75
51989,0.86
194367,0.89
23285,0.85
149123,0.87
144172,0.96
40734,0.04
178713,0.94
4416,0.16
199646,0.95
146652,0.9
11500,0.02
29235,0.73
93605,0.66
105421,0.01
51793,0.71
75792,0.86
38822,0.78
91359,0.59
30046,0.8
104065,0.37
19220,0.64
43093,0.86
80878,0.03
152278,0.92
112522,0.01
7290,0.79
155405,0.96
182122,0.96
95272,0.02
1775,0.7
16539,0.75
181963,0.89
31252,0.69
4782,0.63
132187,0.91
201677,0.91
108907,0.57
179934,0.91
126475,0.82
72922,0.77
30524,0.74
60412,0.85
29844,0.78
192226,0.97
119358,0.01
183348,0.96
74567,0.83
26169,0.8
151826,0.97
196481,0.91
198028,0.96
165363,0.96
27018,0.71
137582,0.94
61316,0.9
99956,0.79
30140,0.87
132006,0.93
79139,0.87
171278,0.91
66690,0.76
143605,0.96
34527,0.51
13292,0.88
105637,0.03
142617,0.95
72662,0.74
4189,0.79
109201,0.71
40319,0.68
5732,0.84
44263,0.77
150077,0.95
45747,0.61
106620,0.05
117000,0.7
72909,0.84
68887,0.79
91861,0.01
13299,0.8
34562,0.81
89686,0.35
165565,0.87
201209,0.95
21561,0.64
127584,0.96
29440,0.87
82447,0.01
13720,0.85
200075,0.93
112759,0.34
151053,0.96
110880,0.79
24391,0.59
118113,0.26
52092,0.73
73307,0.89
169665,0.97
36927,0.33
167643,0.95
147555,0.96
191468,0.95
108869,0.67
28138,0.61
139126,0.9
14015,0.62
178645,0.96
200688,0.95
72754,0.53
18106,0.57
165516,0.94
64461,0.79
97808,0.53
36032,0.65
67245,0.78
124541,0.92
35983,0.78
154380,0.94
173916,0.91
144186,0.97
136639,0.95
207739,0.92
5897,0.72
147097,0.96
20784,0.84
64287,0.88
115742,0.74
170444,0.97
24879,0.63
161428,0.96
7485,0.79
56134,0.79
203219,0.97
33470,0.75
205954,0.97
42304,0.61
82769,0.04
166963,0.92
101789,0.33
24619,0.82
11195,0.68
180850,0.96
168901,0.93
74044,0.8
67764,0.64
21957,0.78
120903,0.94
163241,0.95
48432,0.6
155088,0.96
103357,0.03
26451,0.77
167027,0.95
53073,0.83
164614,0.91
56125,0.82
9250,0.81
5415,0.61
206325,0.91
27711,0.83
24368,0.38
191905,0.86
38632,0.67
25414,0.84
59216,0.77
143073,0.89
121642,0.97
118540,0.97
81370,0.61
135571,0.95
84796,0.11
203453,0.92
160907,0.91
170535,0.9
162219,0.96
198186,0.95
159856,0.96
206487,0.95
48517,0.69
176576,0.96
121647,0.95
11012,0.68
203379,0.9
148506,0.95
98457,0.01
191530,0.95
37279,0.79
72380,0.75
31979,0.87
144194,0.91
13485,0.59
80431,0.34
108,0.85
105339,0.65
325,0.62
100868,0.46
201955,0.95
19216,0.66
185499,0.96
175001,0.94
69131,0.53
26528,0.7
41350,0.82
11501,0.83
179656,0.96
67559,0.57
95844,0.64
13817,0.64
3309,0.76
154169,0.97
111951,0.53
113956,0.79
107614,0.54
192453,0.97
139879,0.96
149604,0.92
30355,0.38
119095,0.15
98876,0.04
141282,0.86
167095,0.97
159608,0.97
41875,0.87
155683,0.96
90851,0.01
58902,0.73
750,0.69
187366,0.94
151451,0.95
191800,0.74
27699,0.76
173423,0.97
19266,0.84
98817,0.37
108269,0.58
185398,0.96
139390,0.91
97124,0.1
62424,0.63
202744,0.96
306,0.72
134184,0.96
133662,0.95
31635,0.86
126674,0.97
184390,0.94
154553,0.91
25623,0.73
12771,0.77
122154,0.96
29530,0.73
105629,0.65
153916,0.93
126147,0.97
87826,0.49
182081,0.9
10351,0.88
18723,0.81
147335,0.95
128180,0.96
119074,0.96
45413,0.81
124467,0.96
125425,0.93
111908,0.01
88323,0.74
175821,0.95
144328,0.97
116494,0.25
54092,0.79
139429,0.97
45061,0.89
152828,0.97
45378,0.73
13018,0.71
198984,0.68
29876,0.84
51051,0.47
168927,0.95
156879,0.96
122012,0.02
30812,0.85
77776,0.86
62102,0.8
15647,0.71
35787,0.73
137490,0.96
43395,0.84
123145,0.97
12927,0.8
56711,0.89
59861,0.85
92284,0.42
41654,0.85
109326,0.11
